interface,task,seed,success,score,total_return,final_object_x,final_object_y,final_object_z,max_object_z,errors
recursive_units,lift,0,False,0.0002,-4.843,-0.03941560536623001,-0.03833073750138283,0.024992678314447403,0.025,
