interface,task,seed,success,score,total_return,final_object_x,final_object_y,final_object_z,max_object_z,errors
recursive_units,lift,0,False,0.0152,-2.9989,-0.0393257811665535,-0.0352105088531971,0.02499273046851158,0.0265,
