interface,task,seed,success,score,total_return,final_object_x,final_object_y,final_object_z,max_object_z,errors
recursive_units,lift,0,False,0.0002,-4.7463,-0.03942238539457321,-0.03832738846540451,0.024992717429995537,0.025,
